,BHK,Bathrooms,Balconies,Price,Developer,Project,Carpet Area,Locality,City,EMI
337,4,4,1,₹2.07 Cr,Deep Group of Companies,Deep Indraprasth Saptak,1433,Naranpura,Ahmedabad,72k
338,4,4,1,₹2.07 Cr,Deep Group of Companies,Deep Indraprasth Saptak,3180,Naranpura,Ahmedabad,72k
339,3,3,1,₹1.40 Cr,Deep Group of Companies,Deep Indraprasth Saptak,1237,Naranpura,Ahmedabad,49k
340,3,3,1,₹1.49 Cr,Deep Group of Companies,Deep Indraprasth Saptak,1035,Naranpura,Ahmedabad,52k
341,4,4,1,₹2.45 Cr,Deep Group of Companies,Deep Indraprasth Saptak,1749,Naranpura,Ahmedabad,85k
342,3,3,1,₹1.49 Cr,Deep Group of Companies,Deep Indraprasth Saptak,2300,Naranpura,Ahmedabad,52k
343,4,4,1,₹1.98 Cr,Deep Group of Companies,Deep Indraprasth Saptak,1749,Naranpura,Ahmedabad,69k
344,4,4,2,₹2.91 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,4608,Science City,Ahmedabad,1.01L
345,4,2,4,₹3.0 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,2296,Science City,Ahmedabad,1.04L
346,4,4,2,₹2.91 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,2534,Science City,Ahmedabad,1.01L
347,4,4,2,₹2.85 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,2479,Science City,Ahmedabad,99k
348,4,4,2,₹2.86 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,2479,Science City,Ahmedabad,99k
349,4,4,2,₹2.88 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,4509,Science City,Ahmedabad,100k
350,4,4,1,₹3.40 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,281sqyrd,Science City,Ahmedabad,1.18L
351,4,4,1,₹2.91 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,2073,Science City,Ahmedabad,1.01L
352,5,2,5,₹5.98 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,4425,Science City,Ahmedabad,2.07L
353,4,4,2,₹2.96 Cr,AARON ASSOCIATES LLP,AARON ELINOR 51,2535,Sola,Ahmedabad,1.03L
354,2,2,1,₹46.3 Lac,Airan Developer,Airan Shela 24,690,Shela,Ahmedabad,16k
355,2,2,1,₹54.0 Lac,Airan Developer,Airan Shela 24,628,Shela,Ahmedabad,19k
356,3,3,1,₹63.6 Lac,Airan Developer,Airan Shela 24,749,Shela,Ahmedabad,22k
357,3,3,1,₹57.1 Lac,Airan Developer,Airan Shela 24,800,Shela,Ahmedabad,20k
358,2,2,1,₹50.4 Lac,Airan Developer,Airan Shela 24,608,Shela,Ahmedabad,17k
359,2,2,1,₹55.0 Lac,Airan Developer,Airan Shela 24,639,Shela,Ahmedabad,19k
360,2,2,1,₹57.0 Lac,Airan Developer,Airan Shela 24,707,Shela,Ahmedabad,20k
361,2,2,1,₹54.1 Lac,Airan Developer,Airan Shela 24,639,Shela,Ahmedabad,19k
362,2,2,1,₹48.0 Lac,Airan Developer,Airan Shela 24,628,Shela,Ahmedabad,17k
363,2,2,3,₹57.0 Lac,Airan Developer,Airan Shela 24,650,Shela,Ahmedabad,20k
364,4,4,1,₹1.80 Cr,Goyal & Co.,Goyal Riviera Prestige,2095,Makarba,Ahmedabad,63k
365,3,3,1,₹1.19 Cr,Goyal & Co.,Goyal Riviera Prestige,1283,Makarba,Ahmedabad,42k
366,4,4,1,₹1.85 Cr,Goyal & Co.,Goyal Riviera Prestige,2166,Makarba,Ahmedabad,64k
367,5,5,,₹3.22 Cr,Goyal & Co.,Goyal Riviera Prestige,3705,Makarba,Ahmedabad,1.11L
368,3,3,1,₹1.45 Cr,Goyal & Co.,Goyal Riviera Prestige,1392,Makarba,Ahmedabad,51k
369,4,4,,₹2.35 Cr,Goyal & Co.,Goyal Riviera Prestige,2709,Makarba,Ahmedabad,81k
370,4,5,1,₹1.88 Cr,Goyal & Co.,Goyal Riviera Prestige,2095,Makarba,Ahmedabad,65k
371,4,4,1,₹1.80 Cr,Goyal & Co.,Goyal Riviera Prestige,2095,Makarba,Ahmedabad,62k
372,,,,₹1.25 Cr,Goyal Riviera Prestige,,783,Makarba,Ahmedabad,43k
373,4,4,2,₹1.62 Cr,Goyal & Co.,Goyal Riviera Prestige,1977,Makarba,Ahmedabad,56k
374,3,3,1,₹75.0 Lac,Samarth Buildwell,Samarth Omkar Parisar,915,Chandkheda,Ahmedabad,26k
375,3,3,3,₹66.1 Lac,Samarth Buildwell,Samarth Omkar Parisar,900,Chandkheda,Ahmedabad,23k
376,3,3,2,₹68.0 Lac,Samarth Buildwell,Samarth Omkar Parisar,915,Chandkheda,Ahmedabad,24k
377,3,3,1,₹76.0 Lac,Samarth Buildwell,Samarth Omkar Parisar,900,Chandkheda,Ahmedabad,26k
378,3,3,3,₹65.0 Lac,Samarth Buildwell,Samarth Omkar Parisar,915,Chandkheda,Ahmedabad,23k
379,3,3,1,₹73.9 Lac,Vishwanath Builders,Vishwanath Sarathya West,968,Shela,Ahmedabad,26k
380,3,3,1,₹68.0 Lac,Vishwanath Builders,Vishwanath Sarathya West,813,Shela,Ahmedabad,24k
381,3,3,1,₹85.0 Lac,Vishwanath Builders,Vishwanath Sarathya West,945,Shela,Ahmedabad,29k
382,3,3,2,₹72.2 Lac,Vishwanath Builders,Vishwanath Sarathya West,968,Shela,Ahmedabad,25k
383,3,3,2,₹84.0 Lac,Vishwanath Builders,Vishwanath Sarathya West,1760,Shela,Ahmedabad,29k
384,3,3,4,₹84.0 Lac,Vishwanath Builders,Vishwanath Sarathya West,1760,Shela,Ahmedabad,29k
385,3,3,1,₹72.0 Lac,Vishwanath Builders,Vishwanath Sarathya West,945,Shela,Ahmedabad,25k
386,3,3,2,₹66.9 Lac,Vishwanath Builders,Vishwanath Sarathya West,1760,Shela,Ahmedabad,23k
387,3,3,1,₹75.0 Lac,Vishwanath Builders,Vishwanath Sarathya West,945,Shela,Ahmedabad,26k
388,3,3,1,₹89.0 Lac,Vishwanath Builders,Vishwanath Sarathya West,888,Shela,Ahmedabad,31k
389,4,4,2,₹2.85 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,1766,SG Highway,Ahmedabad,99k
390,5,5,1,₹5.41 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,3345,Bodakdev,Ahmedabad,1.88L
391,4,5,2,₹2.88 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,1767,Bodakdev,Ahmedabad,100k
392,4,4,1,₹2.85 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,1496,Bodakdev,Ahmedabad,99k
393,4,4,1,₹2.80 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,1767,Bodakdev,Ahmedabad,97k
394,4,4,1,₹3.0 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,1767,Bodakdev,Ahmedabad,1.04L
395,4,4,1,₹2.85 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,1496,Bodakdev,Ahmedabad,99k
396,5,6,5,₹5.55 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,3346,Bodakdev,Ahmedabad,1.92L
397,4,4,1,₹3.56 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,2237,Bodakdev,Ahmedabad,1.23L
398,4,4,1,₹2.92 Cr,Constera Realty Pvt Ltd,Constera Anamika High Point,3325,Bodakdev,Ahmedabad,1.01L
399,4,6,2,₹2.65 Cr,Shivalik Group,Shivalik The Crown,2457,Bhat,Ahmedabad,92k
400,4,4,3,₹3.0 Cr,Assotech Ltd.,Assotech Blith,1643,Sector 99,Gurgaon,1.04L
401,,,,₹1.88 Cr,Assotech Ltd.,Assotech Blith,993,Sector 99,Gurgaon,65k
402,2,2,,₹79.7 Lac,Assotech Ltd.,Assotech Blith,1365,Sector 99,Gurgaon,28k
403,3,3,3,₹2.15 Cr,Assotech Ltd.,Assotech Blith,1685,Sector 99,Gurgaon,74k
404,4,4,4,₹2.60 Cr,Assotech Ltd.,Assotech Blith,2845,Sector 99,Gurgaon,90k
405,3,3,2,₹2.70 Cr,Assotech Ltd.,Assotech Blith,2000,Sector 99,Gurgaon,93k
406,2,2,3,₹1.10 Cr,Assotech Ltd.,Assotech Blith,1000,Sector 99,Gurgaon,38k
407,3,3,,Call for Price,Assotech Ltd.,Assotech Blith,1685,Sector 99,Gurgaon,0
408,3,4,4,₹3.10 Cr,Assotech Ltd.,Assotech Blith,2400,Sector 99,Gurgaon,1.07L
409,2,2,3,₹1.50 Cr,Assotech Ltd.,Assotech Blith,1365,Sector 99,Gurgaon,52k
410,3,2,1,₹1.85 Cr,Delhi Development Authority DDA,DDA UCO Apartment,1100,Sector 9 Rohini,New Delhi,64k
411,3,2,1,₹2.30 Cr,Delhi Development Authority DDA,DDA UCO Apartment,1250,Sector 9 Rohini,New Delhi,80k
412,3,2,,₹2.25 Cr,Delhi Development Authority DDA,DDA UCO Apartment,1100,Sector 9 Rohini,New Delhi,78k
413,3,2,1,₹1.90 Cr,Delhi Development Authority DDA,DDA UCO Apartment,1200,Sector 9 Rohini,New Delhi,66k
414,3,3,3,₹1.90 Cr,Signature Global,Signature Global Daxin Vistas,1330,Sohna,Gurgaon,66k
415,3,3,3,₹2.20 Cr,Signature Global,Signature Global Daxin Vistas,1550,Sohna,Gurgaon,76k
416,,,,₹1.90 Cr,Signature Global,Signature Global Daxin Vistas,905,Sohna,Gurgaon,66k
417,3,3,3,₹2.10 Cr,Signature Global,Signature Global Daxin Vistas,1100,Sohna,Gurgaon,73k
418,3,3,2,₹2.10 Cr,Signature Global,Signature Global Daxin Vistas,1100,Sohna,Gurgaon,73k
419,3,3,3,₹1.95 Cr,Signature Global,Signature Global Daxin Vistas,1150,Sohna,Gurgaon,68k
420,3,3,2,₹2.15 Cr,Signature Global,Signature Global Daxin Vistas,1550,Sohna,Gurgaon,74k
421,3,3,2,₹2.15 Cr,Signature Global,Signature Global Daxin Vistas,1550,Sector 36 Sohna,Gurgaon,74k
422,3,3,2,₹2.0 Cr,Signature Global,Signature Global Daxin Vistas,1300,Sohna,Gurgaon,69k
423,3,3,2,₹1.82 Cr,Signature Global,Signature Global Daxin Vistas,1000,Sohna,Gurgaon,63k
424,2,2,2,₹1.54 Cr,Godrej Properties,Godrej Air,900,Sikandarpur Badha,Gurgaon,53k
425,2,2,2,₹1.95 Cr,Godrej Properties,Godrej Air,1400,Sector 85,Gurgaon,68k
426,2,2,2,₹1.82 Cr,Godrej Properties,Godrej Air,1000,Sector 85,Gurgaon,63k
427,2,2,2,₹1.95 Cr,Godrej Properties,Godrej Air,1400,Sector 85,Gurgaon,68k
428,4,4,4,₹3.55 Cr,Godrej Properties,Godrej Air,1800,Sector 85,Gurgaon,1.23L
429,2,2,2,₹1.70 Cr,Godrej Properties,Godrej Air,1400,Sector 85,Gurgaon,59k
430,,,,₹1.90 Cr,Godrej Properties,Godrej Air,950,Sikandarpur Badha,Gurgaon,66k
431,4,5,3,₹3.90 Cr,Godrej Properties,Godrej Air,1850,Sector 85,Gurgaon,1.35L
432,4,4,,₹4.15 Cr,Godrej Properties,Godrej Air,2599,Sector 85,Gurgaon,1.44L
433,3,3,3,₹2.97 Cr,Godrej Properties,Godrej Air,1800,Sector 85,Gurgaon,1.03L
434,3,3,4,₹3.0 Cr,ACE Group,ACE HANEI,2290,Sector 12,Greater Noida,1.04L
435,4,5,5,₹4.15 Cr,ACE Group,ACE HANEI,1694,Sector 12,Greater Noida,1.44L
436,4,4,3,₹3.13 Cr,ACE Group,ACE HANEI,1270,Sector 12,Greater Noida,1.08L
437,4,5,5,₹4.15 Cr,ACE Group,ACE HANEI,1694,Sector 12,Greater Noida,1.44L
438,4,5,5,₹5.32 Cr,ACE Group,ACE HANEI,4190,Sector 12,Greater Noida,1.84L
439,3,3,4,₹2.97 Cr,ACE Group,ACE HANEI,2290,Sector 12,Greater Noida,1.03L
440,4,5,5,₹4.06 Cr,ACE Group,ACE HANEI,3200,Sector 12,Greater Noida,1.41L
441,,,,₹2.90 Cr,ACE Group,ACE HANEI,1375,Sector 12,Greater Noida,1.01L
442,4,4,4,₹4.20 Cr,ACE Group,ACE HANEI,3200,Sector 12,Greater Noida,1.45L
443,3,3,4,₹2.98 Cr,ACE Group,ACE HANEI,1210,Sector 12,Greater Noida,1.03L
444,2,1,1,₹40.0 Lac,SK Homes,,810,Avantika Colony,Ghaziabad,14k
445,3,2,1,₹68.0 Lac,SK Homes,,1200,Avantika Colony,Ghaziabad,24k
446,3,2,1,₹68.3 Lac,SK Homes,,1200,Avantika Colony,Ghaziabad,24k
447,3,2,2,₹71.4 Lac,SK Homes,,1100,Avantika Colony,Ghaziabad,25k
448,3,3,1,₹1.10 Cr,SK Homes,,1600,Avantika Colony,Ghaziabad,38k
449,3,2,1,₹70.4 Lac,SK Homes,,1100,Avantika Colony,Ghaziabad,24k
450,3,2,2,₹71.0 Lac,SK Homes,,1100,Avantika Colony,Ghaziabad,25k
451,3,2,1,₹70.1 Lac,SK Homes,,1100,Avantika Colony,Ghaziabad,24k
452,3,2,2,₹71.5 Lac,SK Homes,,1100,Avantika Colony,Ghaziabad,25k
453,3,2,2,₹71.0 Lac,SK Homes,,1100,Avantika Colony,Ghaziabad,25k
454,3,3,3,₹2.90 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,1759,Sector 104,Noida,1.00L
455,3,3,4,₹3.10 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,1550,Sector 104,Noida,1.07L
456,3,4,5,₹4.05 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,2150,Sector 104,Noida,1.40L
457,3,4,5,₹3.78 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,2150,Sector 104,Noida,1.31L
458,3,4,5,₹2.80 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,1759,Sector 104,Noida,97k
459,3,4,3,₹4.0 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,2150,Sector 104,Noida,1.38L
460,3,3,4,₹4.35 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,2150,Sector 104,Noida,1.51L
461,5,5,4,₹7.24 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,4185,Sector 104,Noida,2.51L
462,4,5,4,₹16.50 Cr,,,392sqm,Sector 104,Noida,5.71L
463,4,4,4,₹6.30 Cr,ATS Infrastructure Ltd.,ATS One Hamlet,3115,Sector 104,Noida,2.18L
464,3,2,3,₹98.0 Lac,Galaxy Group,Galaxy North Avenue 2,987,Noida Extension,Noida,34k
465,2,2,2,₹72.0 Lac,Galaxy Group,Galaxy North Avenue 2,647,Noida Extension,Noida,25k
466,4,3,4,₹1.80 Cr,Galaxy Group,Galaxy North Avenue 2,1228,Noida Extension,Noida,62k
467,2,2,,₹95.0 Lac,Galaxy Group,Galaxy North Avenue 2,1175,Noida Extension,Noida,33k
468,3,2,3,₹1.02 Cr,Galaxy Group,Galaxy North Avenue 2,875,Noida Extension,Noida,35k
469,2,2,3,₹95.0 Lac,Galaxy Group,Galaxy North Avenue 2,822,Noida Extension,Noida,33k
470,2,2,3,₹85.0 Lac,Galaxy Group,Galaxy North Avenue 2,822,Noida Extension,Noida,29k
471,2,2,3,₹90.0 Lac,Galaxy Group,Galaxy North Avenue 2,822,Noida Extension,Noida,31k
472,2,2,3,₹43.0 Lac,Galaxy Group,Galaxy North Avenue 2,1175,Gaur City 2,Noida,15k
473,2,2,3,₹84.0 Lac,Galaxy Group,Galaxy North Avenue 2,822,Noida Extension,Noida,29k
474,3,3,4,₹3.35 Cr,M3M India Pvt. Ltd.,M3M Heights,1850,Sector 65,Gurgaon,1.16L
475,2,2,3,₹2.41 Cr,M3M India Pvt. Ltd.,M3M Heights,1261,Sector 65,Gurgaon,84k
476,3,4,3,₹3.90 Cr,M3M India Pvt. Ltd.,M3M Heights,2040,Sector 65,Gurgaon,1.35L
477,2,2,2,₹2.98 Cr,M3M India Pvt. Ltd.,M3M Heights,1420,Sector 65,Gurgaon,1.03L
478,3,4,3,₹3.80 Cr,M3M India Pvt. Ltd.,M3M Heights,2040,Sector 65,Gurgaon,1.32L
479,3,3,3,₹3.50 Cr,M3M India Pvt. Ltd.,M3M Heights,1828,Sector 65,Gurgaon,1.21L
480,3,4,3,₹3.80 Cr,M3M India Pvt. Ltd.,M3M Heights,1800,Sector 65,Gurgaon,1.32L
481,2,2,3,₹2.70 Cr,M3M India Pvt. Ltd.,M3M Heights,800,Sector 65,Gurgaon,93k
482,2,2,2,Call for Price,M3M India Pvt. Ltd.,M3M Heights,1016,Sector 65,Gurgaon,1.13L
483,3,4,3,₹3.35 Cr,M3M India Pvt. Ltd.,M3M Heights,2040,Sector 65,Gurgaon,1.16L
484,2,2,1,₹1.80 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1000,Munirka,New Delhi,62k
485,2,2,2,₹2.35 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1100,JNU Campus Old,New Delhi,81k
486,2,2,,₹2.09 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1100,Munirka,New Delhi,72k
487,2,1,1,₹2.65 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1000,JNU Campus Old,New Delhi,92k
488,3,3,1,₹3.20 Cr,Delhi Development Authority DDA,DDA Flats Munirka,2000,Munirka,New Delhi,1.11L
489,3,3,,₹2.75 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1400,Munirka,New Delhi,95k
490,2,2,1,₹1.87 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1100,JNU Campus Old,New Delhi,65k
491,3,2,,₹1.84 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1450,Munirka,New Delhi,64k
492,2,2,2,₹1.77 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1200,Munirka,New Delhi,61k
493,3,3,,₹3.69 Cr,Delhi Development Authority DDA,DDA Flats Munirka,1800,Munirka,New Delhi,1.28L
494,4,4,4,₹13.0 Cr,Max Estates 128 Private Limited,Max Estate 128,2824,Sector 128,Noida,4.50L
495,4,4,5,₹10.82 Cr,Max Estates 128 Private Limited,Max Estate 128,2640,Sultanpur,Noida,3.75L
496,4,3,3,₹12.50 Cr,Max Estates 128 Private Limited,Max Estate 128,4613,Sector 128,Noida,4.33L
497,4,4,2,₹11.45 Cr,Max Estates 128 Private Limited,Max Estate 128,3800,Sector 128,Noida,3.96L
498,4,4,2,₹12.25 Cr,Max Estates 128 Private Limited,Max Estate 128,2381,Sector 128,Noida,4.24L
499,4,4,4,₹11.26 Cr,Max Estates 128 Private Limited,Max Estate 128,2364,Goberdhanpur,Noida,3.90L
500,,,,₹9.69 Cr,County Group,Ivory County,4137,Sector 115,Noida,3.35L
501,,,,₹9.79 Cr,County Group,Ivory County,4137,Sector 115,Noida,3.39L
502,3,3,4,₹3.15 Cr,County Group,Ivory County,2304,Sector 115,Noida,1.09L
503,5,5,,₹6.0 Cr,County Group,Ivory County,6939,Sector 115,Noida,2.08L
504,3,3,4,₹4.15 Cr,County Group,Ivory County,2304,Sector 115,Noida,1.44L
505,4,5,5,₹9.40 Cr,County Group,Ivory County,4707,Sector 115,Noida,3.25L
506,5,4,5,₹13.53 Cr,County Group,Ivory County,6939,Sector 115,Noida,4.68L
507,3,3,4,₹4.05 Cr,County Group,Ivory County,1396,Sector 115,Noida,1.40L
508,3,3,4,₹2.82 Cr,County Group,Ivory County,2034,Sector 115,Noida,98k
509,4,4,4,₹4.36 Cr,County Group,Ivory County,2727,Sector 115,Noida,1.51L
510,4,4,4,₹5.55 Cr,Express Builders Ltd.,Express Zenith,4100,Sector 77,Noida,1.92L
511,2,2,2,₹1.50 Cr,Express Builders Ltd.,Express Zenith,1075,Sector 77,Noida,52k
512,2,2,3,₹1.32 Cr,Express Builders Ltd.,Express Zenith,950,Sector 77,Noida,46k
513,3,2,3,₹1.48 Cr,Express Builders Ltd.,Express Zenith,1300,Sector 77,Noida,52k
514,2,2,,₹1.50 Cr,Express Builders Ltd.,Express Zenith,950,Sector 77,Noida,52k
515,3,4,4,₹2.30 Cr,Express Builders Ltd.,Express Zenith,1765,Sector 77,Noida,80k
516,3,3,4,₹2.04 Cr,Express Builders Ltd.,Express Zenith,1465,Sector 77,Noida,71k
517,3,3,4,₹2.70 Cr,Express Builders Ltd.,Express Zenith,1410,Sector 77,Noida,93k
518,4,4,4,₹5.13 Cr,Express Builders Ltd.,Express Zenith,3670,Sector 77,Noida,1.78L
519,3,4,5,₹3.70 Cr,Express Builders Ltd.,Express Zenith,3000,Sector 77,Noida,1.28L
520,4,4,4,₹13.0 Cr,Max Estates 128 Private Limited,Max Estate 128,2824,Sector 128,Noida,4.50L
521,4,4,5,₹10.82 Cr,Max Estates 128 Private Limited,Max Estate 128,2640,Sultanpur,Noida,3.75L
522,4,3,3,₹12.50 Cr,Max Estates 128 Private Limited,Max Estate 128,4613,Sector 128,Noida,4.33L
523,4,4,2,₹11.45 Cr,Max Estates 128 Private Limited,Max Estate 128,3800,Sector 128,Noida,3.96L
